timestamp,x,y,theta
1684870115.927515,759.0662320088196,-318.56517955745335,-0.8299001875348119
1684870115.952233,759.1628650272204,-318.67081491018047,-0.8298756919510392
1684870115.977516,759.2621354811257,-318.77932794260073,-0.8298506366369751
1684870116.002364,759.359901287237,-318.8861930644722,-0.8298358520863083
1684870116.027743,759.4599297099729,-318.995528810812,-0.8298241015255478
1684870116.052305,759.5568209670748,-319.101433070044,-0.8298127293741729
1684870116.077193,759.6554529658757,-319.20923893124615,-0.8298078015425232
1684870116.102294,759.7550987013525,-319.3181517309224,-0.8298028315551308
1684870116.127682,759.8560559206935,-319.4284968688388,-0.8297978047306565
1684870116.152524,759.9549256847891,-319.5365607967334,-0.8297994443042305
1684870116.177215,760.053477965336,-319.64427806989806,-0.8298010739171532
1684870116.202704,760.1553682964865,-319.7556457064532,-0.8298095107276466
1684870116.227608,760.2551888283048,-319.8647528276691,-0.8298177539558438
1684870116.252416,760.3547908025524,-319.97362285330036,-0.8298259653806713
1684870116.277535,760.4560645620767,-320.0843228159634,-0.829837620627406
1684870116.30296,760.5586724888648,-320.19648529968043,-0.8298561554212597
1684870116.327427,760.6575775561181,-320.30460399630243,-0.8298739918580081
1684870116.352804,760.760416223765,-320.41702690900263,-0.8298924917166259
1684870116.377177,760.8596285720224,-320.52548941014965,-0.8299102596733596
1684870116.402404,760.9626046363729,-320.6380707038148,-0.8299286754343536
1684870116.427122,761.0636669945504,-320.7485652444294,-0.8299532698903109
1684870116.452223,761.1665793144934,-320.8610895558106,-0.8299849221837546
1684870116.477931,761.2723756518823,-320.97677478153196,-0.8300173399214771
1684870116.502912,761.3754454761677,-321.08948802935987,-0.8300588084177997
1684870116.528006,761.4791796796821,-321.2029380665869,-0.8301038020176913
1684870116.553922,761.5865656084877,-321.3203976894491,-0.8301709500138785
1684870116.578136,761.6874153131379,-321.43072255278577,-0.8302369332437541
1684870116.603145,761.7916503639228,-321.54477024678926,-0.8303217384808089
1684870116.628288,761.8966031694106,-321.6596260122845,-0.8304203750445869
1684870116.653416,762.0016485272639,-321.774609686075,-0.8305356869213607
1684870116.678631,762.1074337118737,-321.8904355639522,-0.8306749249737289
1684870116.703206,762.210697618039,-322.0035368793252,-0.8308335565667179
1684870116.728428,762.3169140748798,-322.1199132112526,-0.8310098318991688
1684870116.753517,762.4227507930287,-322.2359205569414,-0.8312119239995506
1684870116.77902,762.5306008071769,-322.3541867026033,-0.8314310216348197
1684870116.804833,762.6399571487595,-322.4741638911127,-0.8316768891673114
1684870116.829474,762.7445035601969,-322.5889203723666,-0.8319215007414844
1684870116.854733,762.8519299344772,-322.7069006922232,-0.832185785846236
1684870116.87999,762.9596728029018,-322.8252938595105,-0.8324602548670795
1684870116.904654,763.0650186701936,-322.94111850082635,-0.8327414729418782
1684870116.929069,763.1693344046507,-323.05587620767244,-0.8330263717656162
1684870116.954072,763.2762275760763,-323.1735406808,-0.8333281824522045
1684870116.979934,763.3870846981922,-323.2956468265331,-0.8336473709912327
1684870117.004998,763.4946522631633,-323.414204890185,-0.8339634529886272
1684870117.029343,763.5992444689776,-323.5295570056011,-0.8342802534470585
1684870117.054086,763.7055918100501,-323.6469222980871,-0.8346088662943867
1684870117.079504,763.8150724426489,-323.76782752814387,-0.8349465449974564
1684870117.104572,763.9232573313614,-323.88738343101255,-0.8352863674109009
1684870117.129677,764.0318303503817,-324.0074503900994,-0.8356267912046936
1684870117.154899,764.1411378993165,-324.12841279741747,-0.8359689000341919
1684870117.179763,764.2492052537202,-324.2480839150152,-0.8363062823202637
1684870117.2043,764.355892717285,-324.3663060893506,-0.8366392473485497
1684870117.229658,764.466380081132,-324.48882375905066,-0.8369834563200501
1684870117.25424,764.5736947344351,-324.6079023647421,-0.8373139387123613
1684870117.279357,764.6833028762486,-324.7296084871164,-0.837651610591176
1684870117.304158,764.7920398381118,-324.85042830770584,-0.8379852338564424
1684870117.329549,764.9034906454169,-324.9743503420389,-0.8383336505558519
1684870117.35471,765.0140909863262,-325.09741219088403,-0.8386789856638937
1684870117.379634,765.1236901105844,-325.21944396012447,-0.8390210897622137
1684870117.404144,765.2317089452665,-325.3397960386588,-0.8393510698468714
1684870117.429535,765.3439395297504,-325.4649268057972,-0.8396930339953927
1684870117.454657,765.4549573075002,-325.5887896560078,-0.8400314044449357
1684870117.479862,765.5663657521711,-325.7131733142561,-0.8403709144065408
1684870117.504014,765.6732749616776,-325.83261191288784,-0.8406963148479489
1684870117.529171,765.784959315044,-325.9574704508337,-0.841035380554202
1684870117.554157,765.8960086609943,-326.08170493854294,-0.8413789134624032
